learner_id,session_id,session_number,session_date,institution,country,institution_type,age,prior_experience,archetype,welding_process,welding_position,position_difficulty,session_duration_min,num_exercises,total_practice_minutes,days_since_enrollment,consecutive_practice_days,session_gap_days,score_work_angle,score_travel_angle,score_travel_speed,score_contact_tip_distance,score_arc_length,score_bead_quality,overall_score,improvement_rate
SKV-0360,SKV-0360-S009,9,2023-07-19,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,38,6,402,27,0,4,44.79,41.48,39.03,27.75,44.12,35.74,38.68,-3.49
SKV-0360,SKV-0360-S010,10,2023-07-22,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,1G_Flat,1.0,54,9,456,30,0,3,48.43,41.83,44.17,38.43,51.84,37.39,43.39,4.71
SKV-0360,SKV-0360-S011,11,2023-07-24,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,62,6,518,32,1,2,46.95,41.2,41.87,32.83,40.21,28.47,38.25,-5.14
SKV-0360,SKV-0360-S012,12,2023-07-27,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,51,5,569,35,0,3,23.25,16.72,23.2,10.98,30.49,13.4,19.54,-18.71
SKV-0360,SKV-0360-S013,13,2023-08-01,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,25,5,594,40,0,5,46.19,47.12,39.68,30.75,45.46,30.77,39.52,19.98
SKV-0360,SKV-0360-S014,14,2023-08-02,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,54,7,648,41,1,1,45.49,44.68,41.39,23.94,39.11,30.62,37.39,-2.13
SKV-0360,SKV-0360-S015,15,2023-08-03,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,4G_Overhead,1.55,19,9,667,42,2,1,49.3,50.48,52.81,45.63,49.47,48.6,49.51,12.12
SKV-0360,SKV-0360-S016,16,2023-08-10,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,6G_Pipe45,1.9,40,6,707,49,1,7,58.33,51.05,62.19,50.6,58.23,53.72,55.91,6.4
SKV-0360,SKV-0360-S017,17,2023-08-15,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,4G_Overhead,1.55,49,8,756,54,0,5,48.49,43.69,49.62,34.43,49.15,45.45,45.38,-10.53
SKV-0360,SKV-0360-S018,18,2023-08-17,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,4G_Overhead,1.55,41,2,797,56,1,2,39.91,40.51,44.14,38.47,45.16,38.84,41.2,-4.18
SKV-0360,SKV-0360-S019,19,2023-08-18,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,6G_Pipe45,1.9,27,3,824,57,2,1,47.72,53.55,47.77,40.91,49.2,46.99,47.66,6.46
SKV-0360,SKV-0360-S020,20,2023-08-19,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,3G_Vertical,1.35,72,5,896,58,3,1,38.1,36.79,40.94,26.77,39.52,26.31,34.63,-13.03
SKV-0360,SKV-0360-S021,21,2023-08-23,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,52,6,948,62,2,4,61.97,73.18,71.49,58.01,75.8,65.7,67.78,33.15
SKV-0360,SKV-0360-S022,22,2023-08-25,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,4G_Overhead,1.55,22,2,970,64,3,2,50.28,50.47,56.22,37.82,59.78,43.12,49.62,-18.16
SKV-0360,SKV-0360-S023,23,2023-08-26,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,4G_Overhead,1.55,46,5,1016,65,4,1,50.48,54.14,53.95,47.02,63.61,45.54,52.18,2.56
SKV-0360,SKV-0360-S024,24,2023-09-02,Community_College_CA,USA,CTE_School,34,basic_theory,plateau_learner,GTAW,6G_Pipe45,1.9,36,4,1052,72,3,7,26.43,27.51,33.0,22.33,43.3,29.35,30.4,-21.78
SKV-0361,SKV-0361-S001,1,2023-09-30,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,4G_Overhead,1.55,55,3,55,0,0,0,53.64,43.74,44.43,36.34,50.63,56.78,47.89,0.0
SKV-0361,SKV-0361-S002,2,2023-10-04,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,3G_Vertical,1.35,48,8,103,4,0,4,62.97,56.99,43.2,45.78,49.5,54.82,51.89,4.0
SKV-0361,SKV-0361-S003,3,2023-10-05,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,4G_Overhead,1.55,75,2,178,5,1,1,32.69,24.33,27.84,27.57,40.62,43.84,33.12,-18.77
SKV-0361,SKV-0361-S004,4,2023-10-07,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,53,9,231,7,2,2,45.48,43.73,40.48,38.74,46.76,54.61,45.22,12.1
SKV-0361,SKV-0361-S005,5,2023-10-09,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,38,7,269,9,3,2,52.14,48.05,30.45,42.68,53.47,52.73,46.09,0.87
SKV-0361,SKV-0361-S006,6,2023-10-10,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,3G_Vertical,1.35,45,5,314,10,4,1,52.47,49.11,51.52,49.57,58.34,70.91,55.91,9.82
SKV-0361,SKV-0361-S007,7,2023-10-12,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,1G_Flat,1.0,29,5,343,12,5,2,67.9,60.86,45.88,47.67,62.36,70.82,59.16,3.25
SKV-0361,SKV-0361-S008,8,2023-10-13,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,1G_Flat,1.0,37,9,380,13,6,1,57.51,46.19,54.79,56.78,69.84,67.63,59.03,-0.13
SKV-0361,SKV-0361-S009,9,2023-10-14,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,1G_Flat,1.0,42,4,422,14,7,1,59.5,47.78,50.77,47.57,58.85,72.62,56.73,-2.3
SKV-0361,SKV-0361-S010,10,2023-10-18,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,4G_Overhead,1.55,30,3,452,18,6,4,52.64,47.43,39.36,46.13,52.06,58.58,49.33,-7.4
SKV-0361,SKV-0361-S011,11,2023-10-19,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,4G_Overhead,1.55,56,4,508,19,7,1,57.2,52.34,44.52,47.08,50.85,60.36,52.1,2.77
SKV-0361,SKV-0361-S012,12,2023-11-02,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,6G_Pipe45,1.9,63,2,571,33,6,14,45.19,41.64,41.59,44.21,45.05,50.18,44.77,-7.33
SKV-0361,SKV-0361-S013,13,2023-11-09,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,40,7,611,40,5,7,50.79,49.18,44.85,50.26,59.28,60.3,52.46,7.69
SKV-0361,SKV-0361-S014,14,2023-11-10,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,39,7,650,41,6,1,65.82,58.55,63.59,62.81,65.42,70.99,64.81,12.35
SKV-0361,SKV-0361-S015,15,2023-11-11,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,5G_Pipe,1.7,76,3,726,42,7,1,54.46,49.88,41.33,42.25,52.96,55.34,49.27,-15.54
SKV-0361,SKV-0361-S016,16,2023-11-13,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,62,7,788,44,8,2,66.66,58.89,55.98,68.42,65.86,78.94,65.96,16.69
SKV-0361,SKV-0361-S017,17,2023-11-14,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,4G_Overhead,1.55,34,7,822,45,9,1,60.37,51.86,56.44,61.24,65.22,75.08,62.11,-3.85
SKV-0361,SKV-0361-S018,18,2023-11-15,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,5G_Pipe,1.7,43,4,865,46,10,1,61.92,60.29,51.13,55.75,68.44,68.42,60.87,-1.24
SKV-0361,SKV-0361-S019,19,2023-11-16,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,3G_Vertical,1.35,60,2,925,47,11,1,66.33,58.89,52.89,55.22,72.77,76.7,63.9,3.03
SKV-0361,SKV-0361-S020,20,2023-11-21,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,6G_Pipe45,1.9,29,5,954,52,10,5,51.79,48.48,41.27,59.5,59.96,62.92,53.8,-10.1
SKV-0361,SKV-0361-S021,21,2023-11-25,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,4G_Overhead,1.55,54,5,1008,56,9,4,59.75,56.05,50.52,57.87,70.07,75.64,61.79,7.99
SKV-0361,SKV-0361-S022,22,2023-11-26,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,6G_Pipe45,1.9,55,8,1063,57,10,1,53.62,49.99,48.61,50.8,57.96,64.31,54.44,-7.35
SKV-0361,SKV-0361-S023,23,2023-11-28,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,20,5,1083,59,11,2,65.37,64.61,52.76,58.89,64.35,70.77,62.69,8.25
SKV-0361,SKV-0361-S024,24,2023-12-02,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,31,5,1114,63,10,4,77.88,74.59,68.77,70.13,77.59,86.44,76.07,13.38
SKV-0361,SKV-0361-S025,25,2023-12-09,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,5G_Pipe,1.7,42,7,1156,70,9,7,64.29,56.17,62.15,54.55,64.07,69.25,62.14,-13.93
SKV-0361,SKV-0361-S026,26,2023-12-10,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,3G_Vertical,1.35,16,2,1172,71,10,1,83.67,67.18,62.57,54.65,66.91,82.93,69.96,7.82
SKV-0361,SKV-0361-S027,27,2023-12-12,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,44,5,1216,73,11,2,75.13,73.67,64.71,62.4,73.99,90.05,73.73,3.77
SKV-0361,SKV-0361-S028,28,2023-12-26,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,5G_Pipe,1.7,39,6,1255,87,10,14,66.63,57.62,54.05,59.89,65.38,74.16,63.07,-10.66
SKV-0361,SKV-0361-S029,29,2023-12-27,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,3G_Vertical,1.35,53,8,1308,88,11,1,71.48,63.79,52.93,52.78,63.59,72.24,62.78,-0.29
SKV-0361,SKV-0361-S030,30,2023-12-30,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,47,7,1355,91,10,3,80.08,72.65,61.8,61.15,71.31,80.79,71.3,8.52
SKV-0361,SKV-0361-S031,31,2024-01-06,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,3G_Vertical,1.35,47,7,1402,98,9,7,76.18,75.22,53.87,60.17,71.77,80.43,69.36,-1.94
SKV-0361,SKV-0361-S032,32,2024-01-07,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,3G_Vertical,1.35,63,4,1465,99,10,1,68.1,59.52,54.7,55.55,72.75,78.32,64.99,-4.37
SKV-0361,SKV-0361-S033,33,2024-01-12,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,4G_Overhead,1.55,24,6,1489,104,9,5,76.39,66.39,53.83,55.79,64.44,75.17,65.25,0.26
SKV-0361,SKV-0361-S034,34,2024-01-13,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,5G_Pipe,1.7,53,6,1542,105,10,1,62.64,63.65,55.86,58.62,67.81,75.75,64.23,-1.02
SKV-0361,SKV-0361-S035,35,2024-01-15,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,4G_Overhead,1.55,69,8,1611,107,11,2,69.72,62.72,58.3,54.55,62.82,69.62,63.06,-1.17
SKV-0361,SKV-0361-S036,36,2024-01-16,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,3G_Vertical,1.35,40,7,1651,108,12,1,78.41,73.0,57.9,65.42,71.18,76.74,70.13,7.07
SKV-0361,SKV-0361-S037,37,2024-01-17,CTE_Michigan,USA,CTE_School,19,some_manual,slow_starter,GMAW,3G_Vertical,1.35,32,3,1683,109,13,1,73.78,71.92,63.79,66.52,78.0,89.3,74.15,4.02
SKV-0362,SKV-0362-S001,1,2024-09-15,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,1G_Flat,1.0,33,5,33,0,0,0,35.14,34.52,31.4,42.34,46.25,59.14,41.85,0.0
SKV-0362,SKV-0362-S002,2,2024-09-20,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,2G_Horizontal,1.15,47,4,80,5,0,5,47.43,40.38,43.67,51.17,40.08,61.81,47.96,6.11
SKV-0362,SKV-0362-S003,3,2024-09-27,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,3G_Vertical,1.35,19,9,99,12,0,7,39.34,35.92,41.58,40.67,46.39,52.64,43.19,-4.77
SKV-0362,SKV-0362-S004,4,2024-09-30,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,2G_Horizontal,1.15,47,5,146,15,0,3,38.57,32.89,30.66,47.55,42.1,50.69,40.44,-2.75
SKV-0362,SKV-0362-S005,5,2024-10-14,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,3G_Vertical,1.35,53,9,199,29,0,14,34.19,33.26,29.28,44.2,45.43,51.83,39.78,-0.66
SKV-0362,SKV-0362-S006,6,2024-10-15,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,1G_Flat,1.0,46,6,245,30,1,1,50.31,54.71,43.03,62.58,50.98,67.37,54.87,15.09
SKV-0362,SKV-0362-S007,7,2024-10-19,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,3G_Vertical,1.35,47,8,292,34,0,4,44.53,40.43,42.73,54.35,53.21,65.43,50.51,-4.36
SKV-0362,SKV-0362-S008,8,2024-10-20,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,4G_Overhead,1.55,37,5,329,35,1,1,44.46,43.24,39.59,53.17,50.17,61.38,48.85,-1.66
SKV-0362,SKV-0362-S009,9,2024-10-21,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,2G_Horizontal,1.15,60,7,389,36,2,1,57.32,51.92,48.67,60.46,56.11,73.61,58.33,9.48
SKV-0362,SKV-0362-S010,10,2024-10-22,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,2G_Horizontal,1.15,54,5,443,37,3,1,59.23,58.65,51.18,63.76,63.9,81.45,63.36,5.03
SKV-0362,SKV-0362-S011,11,2024-10-27,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,2G_Horizontal,1.15,47,3,490,42,2,5,46.43,43.4,49.1,51.15,50.61,65.28,51.62,-11.74
SKV-0362,SKV-0362-S012,12,2024-10-28,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,1G_Flat,1.0,48,5,538,43,3,1,52.9,58.65,51.73,67.89,65.21,77.29,62.5,10.88
SKV-0362,SKV-0362-S013,13,2024-10-30,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,2G_Horizontal,1.15,15,7,553,45,4,2,48.99,46.94,62.86,65.02,67.85,78.05,62.5,0.0
SKV-0362,SKV-0362-S014,14,2024-11-04,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,3G_Vertical,1.35,66,7,619,50,3,5,49.95,59.0,53.22,66.24,68.04,79.11,62.95,0.45
SKV-0362,SKV-0362-S015,15,2024-11-05,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,1G_Flat,1.0,42,4,661,51,4,1,68.59,72.09,61.53,76.93,72.85,99.2,75.71,12.76
SKV-0362,SKV-0362-S016,16,2024-11-10,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,4G_Overhead,1.55,34,7,695,56,3,5,48.29,50.89,50.07,54.5,49.87,68.62,54.27,-21.44
SKV-0362,SKV-0362-S017,17,2024-11-12,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,4G_Overhead,1.55,64,7,759,58,4,2,68.64,64.5,66.85,78.76,72.0,87.75,73.5,19.23
SKV-0362,SKV-0362-S018,18,2024-11-13,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,2G_Horizontal,1.15,31,6,790,59,5,1,68.93,66.95,66.7,79.8,75.5,98.49,76.71,3.21
SKV-0362,SKV-0362-S019,19,2024-11-18,NSDC_Delhi,India,Government,19,basic_theory,fast_learner,GMAW,2G_Horizontal,1.15,78,7,868,64,4,5,49.21,53.89,53.89,74.22,69.99,85.18,64.91,-11.8
SKV-0363,SKV-0363-S001,1,2024-09-14,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,1G_Flat,1.0,20,3,20,0,0,0,37.49,42.52,45.87,43.36,35.68,32.75,39.58,0.0
SKV-0363,SKV-0363-S002,2,2024-09-19,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,1G_Flat,1.0,58,6,78,5,0,5,47.95,48.59,48.12,46.68,41.41,44.39,46.2,6.62
SKV-0363,SKV-0363-S003,3,2024-09-21,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,1G_Flat,1.0,57,4,135,7,1,2,48.56,42.3,51.22,46.23,41.69,37.04,44.47,-1.73
SKV-0363,SKV-0363-S004,4,2024-09-28,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,1G_Flat,1.0,68,6,203,14,0,7,36.24,36.23,42.4,29.08,35.72,37.27,36.53,-7.94
SKV-0363,SKV-0363-S005,5,2024-09-30,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,3G_Vertical,1.35,15,7,218,16,1,2,45.41,37.15,38.02,36.86,30.38,37.16,37.51,0.98
SKV-0363,SKV-0363-S006,6,2024-10-01,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,3G_Vertical,1.35,40,10,258,17,2,1,39.07,34.6,43.22,41.43,41.47,40.71,40.27,2.76
SKV-0363,SKV-0363-S007,7,2024-10-02,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,1G_Flat,1.0,46,6,304,18,3,1,41.19,40.34,46.12,49.4,38.86,41.97,43.09,2.82
SKV-0363,SKV-0363-S008,8,2024-10-03,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,5G_Pipe,1.7,57,3,361,19,4,1,47.45,39.4,51.68,46.96,43.11,41.59,45.19,2.1
SKV-0363,SKV-0363-S009,9,2024-10-05,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,2G_Horizontal,1.15,31,5,392,21,5,2,51.75,46.83,57.25,53.26,43.72,46.27,50.04,4.85
SKV-0363,SKV-0363-S010,10,2024-10-10,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,1G_Flat,1.0,48,5,440,26,4,5,54.88,50.33,54.53,52.39,52.44,51.1,52.63,2.59
SKV-0363,SKV-0363-S011,11,2024-10-13,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,4G_Overhead,1.55,25,5,465,29,3,3,37.17,37.99,41.55,32.63,29.09,33.06,35.45,-17.18
SKV-0363,SKV-0363-S012,12,2024-10-17,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,4G_Overhead,1.55,26,6,491,33,2,4,45.89,43.16,44.49,45.0,38.26,39.4,42.63,7.18
SKV-0363,SKV-0363-S013,13,2024-10-19,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,2G_Horizontal,1.15,80,7,571,35,3,2,47.37,46.76,49.44,43.68,38.97,44.11,45.23,2.6
SKV-0363,SKV-0363-S014,14,2024-11-02,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,1G_Flat,1.0,40,8,611,49,2,14,49.4,41.75,59.03,52.41,50.86,53.55,51.68,6.45
SKV-0363,SKV-0363-S015,15,2024-11-03,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,3G_Vertical,1.35,49,10,660,50,3,1,51.53,48.01,50.42,45.65,36.81,38.9,45.16,-6.52
SKV-0363,SKV-0363-S016,16,2024-11-04,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,6G_Pipe45,1.9,61,6,721,51,4,1,48.95,50.31,43.07,50.26,41.84,41.19,45.55,0.39
SKV-0363,SKV-0363-S017,17,2024-11-06,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,6G_Pipe45,1.9,61,8,782,53,5,2,49.6,48.64,45.68,47.78,51.7,43.35,47.46,1.91
SKV-0363,SKV-0363-S018,18,2024-11-11,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,3G_Vertical,1.35,50,3,832,58,4,5,55.87,56.47,58.93,59.8,50.42,53.38,55.85,8.39
SKV-0363,SKV-0363-S019,19,2024-11-13,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,3G_Vertical,1.35,39,7,871,60,5,2,53.16,50.62,55.61,54.56,50.64,55.62,53.59,-2.26
SKV-0363,SKV-0363-S020,20,2024-11-14,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,2G_Horizontal,1.15,28,3,899,61,6,1,64.02,61.33,57.24,55.21,47.94,49.27,55.58,1.99
SKV-0363,SKV-0363-S021,21,2024-11-15,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,5G_Pipe,1.7,31,7,930,62,7,1,50.42,48.42,48.45,51.68,47.12,38.17,46.97,-8.61
SKV-0363,SKV-0363-S022,22,2024-11-17,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,6G_Pipe45,1.9,36,8,966,64,8,2,55.97,54.2,56.46,61.12,54.29,52.96,55.72,8.75
SKV-0363,SKV-0363-S023,23,2024-11-22,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,1G_Flat,1.0,26,7,992,69,7,5,56.24,59.93,62.92,54.74,47.61,51.1,55.58,-0.14
SKV-0363,SKV-0363-S024,24,2024-11-23,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,4G_Overhead,1.55,45,8,1037,70,8,1,56.46,54.13,56.21,60.48,48.4,50.1,54.18,-1.4
SKV-0363,SKV-0363-S025,25,2024-11-24,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,4G_Overhead,1.55,63,6,1100,71,9,1,67.67,68.44,64.44,56.2,57.59,55.15,61.4,7.22
SKV-0363,SKV-0363-S026,26,2024-11-27,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,2G_Horizontal,1.15,69,4,1169,74,8,3,59.32,60.47,58.6,67.22,55.63,56.53,59.42,-1.98
SKV-0363,SKV-0363-S027,27,2024-11-28,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,3G_Vertical,1.35,48,5,1217,75,9,1,62.88,54.18,59.34,56.69,49.8,55.17,56.43,-2.99
SKV-0363,SKV-0363-S028,28,2024-11-29,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,1G_Flat,1.0,29,3,1246,76,10,1,65.1,67.56,81.5,66.27,62.04,67.0,68.85,12.42
SKV-0363,SKV-0363-S029,29,2024-12-04,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,4G_Overhead,1.55,55,7,1301,81,9,5,55.81,54.76,60.87,50.27,49.45,50.24,53.76,-15.09
SKV-0363,SKV-0363-S030,30,2024-12-05,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,4G_Overhead,1.55,43,6,1344,82,10,1,56.17,49.53,63.77,57.34,53.38,53.45,55.91,2.15
SKV-0363,SKV-0363-S031,31,2024-12-08,CTE_Texas,USA,CTE_School,35,none,steady_learner,GMAW,6G_Pipe45,1.9,40,4,1384,85,9,3,66.7,62.78,61.61,68.12,52.31,57.98,61.41,5.5
SKV-0364,SKV-0364-S001,1,2023-01-31,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,1G_Flat,1.0,80,5,80,0,0,0,38.61,48.35,28.02,46.43,32.36,31.37,36.74,0.0
SKV-0364,SKV-0364-S002,2,2023-02-01,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,1G_Flat,1.0,52,9,132,1,1,1,66.46,75.33,52.01,55.43,47.16,54.24,57.91,21.17
SKV-0364,SKV-0364-S003,3,2023-02-08,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,1G_Flat,1.0,48,3,180,8,0,7,71.87,73.41,61.78,64.73,60.96,59.9,64.98,7.07
SKV-0364,SKV-0364-S004,4,2023-02-09,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,1G_Flat,1.0,15,2,195,9,1,1,62.54,66.01,55.34,54.64,54.8,56.39,58.05,-6.93
SKV-0364,SKV-0364-S005,5,2023-02-13,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,1G_Flat,1.0,39,8,234,13,0,4,58.68,68.08,52.51,60.25,52.42,49.86,56.39,-1.66
SKV-0364,SKV-0364-S006,6,2023-02-27,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,4G_Overhead,1.55,53,6,287,27,0,14,56.34,59.73,45.79,51.77,40.07,46.21,49.58,-6.81
SKV-0364,SKV-0364-S007,7,2023-03-06,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,3G_Vertical,1.35,35,3,322,34,0,7,51.1,64.9,51.39,53.17,47.74,45.16,51.85,2.27
SKV-0364,SKV-0364-S008,8,2023-03-08,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,1G_Flat,1.0,35,3,357,36,1,2,63.29,73.14,53.41,57.99,57.13,51.98,58.81,6.96
SKV-0364,SKV-0364-S009,9,2023-03-22,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,2G_Horizontal,1.15,68,5,425,50,0,14,46.78,58.21,42.48,40.99,27.66,29.79,40.5,-18.31
SKV-0364,SKV-0364-S010,10,2023-03-25,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,1G_Flat,1.0,64,4,489,53,0,3,68.13,79.37,55.35,67.38,53.92,54.83,62.35,21.85
SKV-0364,SKV-0364-S011,11,2023-04-08,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,4G_Overhead,1.55,26,6,515,67,0,14,55.15,58.68,43.44,51.24,45.9,42.66,48.86,-13.49
SKV-0364,SKV-0364-S012,12,2023-04-11,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,3G_Vertical,1.35,61,4,576,70,0,3,60.88,62.57,39.88,45.99,41.81,38.7,47.4,-1.46
SKV-0364,SKV-0364-S013,13,2023-04-12,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,1G_Flat,1.0,46,6,622,71,1,1,66.88,68.64,51.77,58.94,54.6,49.29,57.57,10.17
SKV-0364,SKV-0364-S014,14,2023-04-15,Indian_Railways_WS,India,Corporate,28,experienced,plateau_learner,GTAW,5G_Pipe,1.7,33,7,655,74,0,3,48.38,54.14,44.79,41.28,41.04,42.1,45.1,-12.47
