learner_id,archetype,learning_rate,ceiling,noise_level,institution,country,institution_type,age,prior_experience,experience_bonus,primary_process,enrollment_date,param_strengths,total_sessions
SKV-0201,slow_starter,0.08470614448026684,78.00361368602749,4.731205933745603,CTE_Texas,USA,CTE_School,17,some_manual,8,GMAW,2023-05-26,"[0.899483973528973, 0.9466086260054963, 0.9693732213992202, 1.0878242055190812, 0.9814387492431808, 1.214819087313931]",25
SKV-0202,slow_starter,0.06262546169209612,83.4994282290375,8.25671416105185,ITI_Mumbai,India,Industrial,16,some_manual,8,GMAW,2023-12-06,"[1.0711103085130191, 1.1491640895541801, 0.8687316175983757, 1.084996984129016, 0.9738820392298067, 1.026212102515782]",25
SKV-0203,slow_starter,0.057396850836556615,75.37861020674492,2.8976512251530937,ITI_Mumbai,India,Industrial,27,some_manual,8,SMAW,2024-10-02,"[0.9593721117456527, 0.906412036399091, 0.9075184938275105, 1.0703066812151887, 1.1165537433065482, 0.9729099826417315]",34
SKV-0204,slow_starter,0.05261945288100729,75.20862250568531,3.572491989130026,Maruti_Training,India,Corporate,28,none,0,GMAW,2023-03-02,"[0.9210427524063671, 0.9011749658136352, 0.9796692282947097, 0.9765874414814542, 0.9401876857144772, 0.7953708110087488]",31
SKV-0205,steady_learner,0.11792765951653134,79.52503596434256,4.31833991925812,Community_College_CA,USA,CTE_School,30,basic_theory,3,GMAW,2024-03-12,"[0.9278932134621873, 1.0602567771460583, 1.0970901359259446, 1.0594288672546652, 0.9834223359383836, 1.0499465086623951]",31
SKV-0206,steady_learner,0.06472007030295947,71.496644236949,3.2775873809553984,Welding_Academy_UK,UK,Vocational,40,none,0,GMAW,2023-06-07,"[0.7594948414265426, 0.9524589677334299, 0.9922451835861632, 0.8702462676137205, 0.9954697515336337, 0.8768028907150441]",27
SKV-0207,plateau_learner,0.15128757082624147,85.54860682270245,4.96232809133397,Welding_Academy_UK,UK,Vocational,27,none,0,SMAW,2023-09-29,"[0.9468900401006602, 0.8864637800812621, 1.1040062694249173, 1.098296460682298, 1.2120001644177774, 1.0765487287076476]",25
SKV-0208,fast_learner,0.12621244945887744,89.05534772132701,1.6182658381233526,Indian_Railways_WS,India,Corporate,16,none,0,SMAW,2024-06-16,"[1.1329152550605244, 1.0970738741314483, 1.1538508864517618, 1.0655081782447406, 1.2265372294580872, 0.7752868224115174]",24
SKV-0209,struggling,0.043492660854154055,62.36071519297167,12.66106940216702,Maruti_Training,India,Corporate,17,basic_theory,3,GTAW,2024-06-10,"[1.035111143553539, 0.9749365407454409, 0.9062001398613584, 1.066697343951899, 1.0626666609289808, 1.0818195776516397]",41
SKV-0210,steady_learner,0.12262680564655867,92.38281120439368,4.039798540496619,CTE_Michigan,USA,CTE_School,19,some_manual,8,GTAW,2024-06-14,"[0.8639624476544182, 0.9297503893108903, 0.7645525238296734, 0.8045418753390544, 0.9364243976499943, 0.9045140193181653]",31
SKV-0211,struggling,0.03609986006420204,53.50426817605608,6.212738104215185,CTE_Michigan,USA,CTE_School,18,basic_theory,3,GMAW,2023-08-17,"[0.9086868961990839, 1.0861974030106563, 1.0294720554043806, 0.900214858299212, 0.7993120125544031, 1.0810305733915437]",33
SKV-0212,slow_starter,0.058784693988441765,85.53864597980068,2.4812464349848793,Hyundai_Academy,India,Corporate,25,basic_theory,3,GMAW,2023-09-22,"[0.7, 1.0359273394343396, 1.0736016878385473, 1.0053854254520482, 0.9665755923592454, 0.957464717088157]",36
SKV-0213,slow_starter,0.0700556832132048,64.90278416619218,5.435540590446359,ITI_Mumbai,India,Industrial,38,none,0,GMAW,2023-01-26,"[1.050505009589132, 1.0791212232795593, 0.9802782348313055, 1.2482744163568615, 1.039605515462505, 0.8593881461087712]",35
SKV-0214,slow_starter,0.045609405291360414,63.631085524406274,5.2939642020204305,CTE_Texas,USA,CTE_School,38,none,0,GTAW,2024-07-13,"[0.9281976833640266, 0.9387532553809531, 0.8856320607780236, 0.8159284282161658, 1.0775694766935613, 0.8535403829641399]",35
SKV-0215,plateau_learner,0.1444359058974128,73.96549210802198,4.306878743294465,Tata_Motors_TC,India,Corporate,36,basic_theory,3,SMAW,2023-10-13,"[1.0297871030872063, 0.960121220670817, 0.8724946677949843, 1.1103474489462775, 0.8433659899967239, 0.9209182471277344]",32
SKV-0216,steady_learner,0.10261429936956985,77.445111445558,3.5921232463515915,Maruti_Training,India,Corporate,16,some_manual,8,SMAW,2023-01-03,"[0.9412152797771339, 1.0448581742914729, 1.1289408005342236, 1.1107282748405263, 0.8530997215942566, 1.0335418449689588]",21
SKV-0217,slow_starter,0.07967069238983189,88.32918335376809,7.998103659572141,Tata_Motors_TC,India,Corporate,21,none,0,GMAW,2024-02-14,"[0.9868208563762921, 1.110622472592406, 1.0479277044121516, 1.2253611305549927, 1.1058244894034086, 1.025216730047771]",35
SKV-0218,plateau_learner,0.09675711821769406,69.70598244580614,10.467358210707228,Community_College_CA,USA,CTE_School,19,none,0,GMAW,2023-01-01,"[0.9604220266418573, 1.1315646591947555, 0.9633385788218244, 1.0549385898482524, 1.0590410010426916, 1.0096405058977136]",23
SKV-0219,slow_starter,0.06202862672778779,66.40908579010669,1.1149874418885322,NSDC_Delhi,India,Government,20,some_manual,8,GTAW,2024-07-12,"[0.9729104857572664, 0.760255151321129, 0.8644687766150065, 0.9094613125911754, 1.1268217981373465, 1.0306087530919652]",37
SKV-0220,fast_learner,0.16390268155374102,91.354158429219,3.8144017250344784,Indian_Railways_WS,India,Corporate,23,basic_theory,3,GTAW,2024-05-09,"[0.974369706000084, 0.998214925865315, 1.0658877850386945, 1.124595499069854, 0.9765394235868416, 0.9555698176796673]",22
SKV-0221,steady_learner,0.10521412989479846,68.26266820017437,1.0,CTE_Texas,USA,CTE_School,16,experienced,15,SMAW,2024-03-26,"[1.0053672489978065, 0.9781755703773221, 1.0311187826546548, 1.0797242996769558, 0.7627281976088188, 0.9262360487558909]",29
SKV-0222,plateau_learner,0.11240817162143636,69.11506350576005,5.971625573687581,ITI_Mumbai,India,Industrial,26,none,0,GMAW,2024-05-25,"[1.0374856967504427, 0.9287319645404594, 1.0192711241061667, 1.048964676422943, 0.9069732162551343, 0.8784117853446861]",34
SKV-0223,fast_learner,0.06899522017813127,98.0,2.01960618863433,Maruti_Training,India,Corporate,16,none,0,SMAW,2023-05-31,"[1.0036947032762724, 1.2004831455353187, 0.9779077926349479, 1.0386423384253667, 0.8851640403640517, 0.9342036610327982]",15
SKV-0224,slow_starter,0.08451979749847521,65.06179151863141,2.8660342383434974,NSDC_Delhi,India,Government,29,some_manual,8,GMAW,2023-06-19,"[0.9926098043538305, 0.8625539364749861, 0.9485868539841507, 1.0410876623146739, 0.9937523219100779, 1.0665341239027448]",26
SKV-0225,slow_starter,0.0730946347810958,77.64703692632777,6.964406029594101,NSDC_Delhi,India,Government,21,none,0,GMAW,2023-08-20,"[1.2752240946394044, 0.9187281675608111, 1.0761738704904908, 0.9553465167791526, 1.0007260122580646, 0.8597263005999096]",31
SKV-0226,steady_learner,0.08428521515518161,82.73906280494131,4.981909272907584,Tata_Motors_TC,India,Corporate,16,some_manual,8,GTAW,2023-04-26,"[0.8555049377229611, 0.9622102128891205, 0.977350047498276, 1.1282893844602562, 1.0328790461999326, 0.856103843906199]",24
SKV-0227,steady_learner,0.05676456484213532,86.57581421239583,4.741041695982513,Hyundai_Academy,India,Corporate,25,some_manual,8,SMAW,2023-06-11,"[1.0651975157140612, 0.8376888670325666, 0.9769572180267305, 0.9960999084333916, 0.92431554228642, 0.953849038926188]",21
SKV-0228,slow_starter,0.03834630195975972,77.4915391684392,7.279500343624813,CTE_Texas,USA,CTE_School,27,none,0,SMAW,2024-08-03,"[0.9763001621337575, 0.9756016680697673, 1.0906162637249115, 0.9781595613815492, 1.1191409981360176, 0.9241440655351323]",37
SKV-0229,fast_learner,0.17743963595076798,87.51760857111634,2.224247123454363,Community_College_CA,USA,CTE_School,37,none,0,GMAW,2024-06-19,"[1.09435736483133, 0.8900389704806035, 0.8674628407690117, 1.1441143721251068, 1.1014429318063712, 0.9591834658511853]",13
SKV-0230,fast_learner,0.205075538148668,90.04416739789932,3.4525649851357927,Hyundai_Academy,India,Corporate,31,basic_theory,3,GMAW,2023-09-14,"[0.764217898354864, 1.1297486104158814, 1.0537092905441536, 1.148525252967713, 0.9288769647354597, 0.9143952418661598]",22
SKV-0231,steady_learner,0.09852500556378659,68.04999415919944,3.26357224128565,Welding_Academy_UK,UK,Vocational,19,none,0,GTAW,2024-02-08,"[1.2255868620827592, 0.9782618859000398, 0.927056889392095, 0.9526965171588408, 1.0493825731232715, 1.012535991649322]",20
SKV-0232,struggling,0.04705828410859682,74.49788156584064,9.942722762013734,CTE_Texas,USA,CTE_School,30,basic_theory,3,GTAW,2023-09-30,"[0.8828306741490174, 1.0106379557784229, 0.8282482781698557, 0.9662311538677499, 1.08477070398645, 0.9412349432761762]",42
SKV-0233,slow_starter,0.05319641665666926,77.58763916073762,4.048446568192421,NSDC_Delhi,India,Government,19,basic_theory,3,GMAW,2023-04-21,"[1.0906137569293077, 1.0501338292469673, 1.0738426477223197, 1.2078560985748654, 0.8709736723004167, 0.8608982949219329]",35
SKV-0234,slow_starter,0.07749055069253852,81.62817719041539,3.2943466731625994,CTE_Ohio,USA,CTE_School,22,some_manual,8,GMAW,2023-07-21,"[0.9933934410819296, 0.9357043504542796, 0.7310523456334039, 1.1269375178288175, 0.8425494533953917, 0.9916751459732281]",37
SKV-0235,steady_learner,0.12304745544429052,82.2641082230101,2.852284213367652,Community_College_CA,USA,CTE_School,19,some_manual,8,GMAW,2024-01-31,"[1.026466189465857, 0.826378423946126, 0.728248417481347, 1.0082022581463157, 1.1564777100403683, 0.8715447636976601]",24
SKV-0236,slow_starter,0.07300374243056472,79.6277831216132,4.348092159248814,CTE_Ohio,USA,CTE_School,19,none,0,SMAW,2023-03-31,"[0.9334099118026871, 1.1539067113137635, 1.0658855717921951, 0.8137121751573017, 1.1420958307643172, 0.8766060033027977]",35
SKV-0237,plateau_learner,0.17673256049325123,78.11231955359271,6.608891728650769,CTE_Ohio,USA,CTE_School,34,some_manual,8,GMAW,2023-08-17,"[0.8117570146700497, 0.9668867560835845, 0.860831483444118, 0.9197887111936895, 0.9389208328296562, 1.0707217696245228]",34
SKV-0238,steady_learner,0.15935050024195135,82.32959456376906,4.176316495087557,Community_College_CA,USA,CTE_School,21,experienced,15,GMAW,2024-05-24,"[1.2929610087381471, 0.7603128027321342, 0.9977518290352632, 1.0707865294418455, 1.0018766997617974, 1.0129911852723592]",23
SKV-0239,plateau_learner,0.1274941959749552,66.74919278026027,8.057971838732424,Community_College_CA,USA,CTE_School,19,experienced,15,SMAW,2023-03-03,"[0.8037682612467207, 0.8878886451337202, 1.1556124931249423, 1.2715653764565082, 0.9366005907896195, 1.1840781803036098]",24
SKV-0240,plateau_learner,0.17576534945697694,70.004769817137,4.832100849387353,ITI_Chennai,India,Industrial,18,none,0,SMAW,2023-07-26,"[0.9415924388723148, 0.9279024222729313, 1.1225713444105543, 1.0519280453046462, 0.793746115125794, 1.0540827226494347]",26
SKV-0241,steady_learner,0.09403796890466636,82.08798416836585,4.557806958483011,Indian_Railways_WS,India,Corporate,18,some_manual,8,SMAW,2023-05-20,"[1.1248743993251562, 0.9722422888030487, 0.9209113744640819, 1.0905249784416997, 0.954151490625478, 1.0591680797103962]",27
SKV-0242,plateau_learner,0.07838792968060505,62.67781002313305,6.8522570759256,CTE_Michigan,USA,CTE_School,20,none,0,GMAW,2024-08-08,"[1.0708403902706507, 0.8260073950618896, 1.1007280909381922, 0.9499904099265656, 1.0952484591661777, 0.9789750937359487]",33
SKV-0243,plateau_learner,0.1368329314787759,70.68450145043963,5.38690035373383,ITI_Chennai,India,Industrial,29,experienced,15,GMAW,2024-07-23,"[0.9997849514901371, 1.1068109310128782, 1.0046952982040467, 0.9939042891040497, 0.9332399220580263, 0.9532705215950079]",33
SKV-0244,steady_learner,0.09522217870606964,76.43713359749465,5.0717110178752085,NSDC_Delhi,India,Government,28,some_manual,8,GMAW,2023-03-13,"[0.9415944766260432, 0.901049213361323, 0.9231775108210497, 0.7976255618459488, 1.0734211795480662, 1.1993486081961189]",31
SKV-0245,fast_learner,0.18338835454989444,86.22084178503295,1.372231644855449,NSDC_Delhi,India,Government,19,experienced,15,GTAW,2024-09-08,"[0.9887233330438308, 0.959316563526225, 0.9263386195236638, 1.0437965322531062, 1.0201672318700088, 0.8091720182084633]",19
SKV-0246,steady_learner,0.10650127909664536,83.29101124314359,2.2112302977182123,CTE_Michigan,USA,CTE_School,29,basic_theory,3,GMAW,2023-08-08,"[1.1874380759055398, 0.8542946492210368, 1.2905857707750803, 1.0322094035978364, 0.9136837691241577, 1.0875428602844792]",22
SKV-0247,steady_learner,0.10527671938228624,81.90410285012166,4.283672995999318,ITI_Chennai,India,Industrial,16,none,0,GTAW,2023-03-28,"[1.0667685383200862, 0.8624103028852006, 1.0155861197121632, 1.134906451174907, 1.1009973836847675, 0.9377895846290891]",26
SKV-0248,slow_starter,0.0663293191012278,80.15496884180223,6.4754739449486225,CTE_Ohio,USA,CTE_School,27,some_manual,8,GMAW,2023-11-17,"[1.0909018540426998, 1.130749780734562, 0.7391974992037389, 0.8174522823210021, 1.081197250644361, 1.2356391682052736]",29
SKV-0249,slow_starter,0.06829084403984763,72.49825759802172,4.456470572371452,Tata_Motors_TC,India,Corporate,21,none,0,GTAW,2023-08-06,"[1.0310931699218369, 1.074783293554946, 1.0955045297216972, 0.9797862620533502, 1.0619100897119682, 0.9163270867002397]",35
SKV-0250,slow_starter,0.049796466198827494,71.71516221722902,7.4988696013587095,ITI_Mumbai,India,Industrial,18,basic_theory,3,GMAW,2024-04-08,"[1.1608005408834412, 1.0765254088228446, 1.0920794098110143, 0.9151300594532064, 0.8836669551657168, 0.9432408234809052]",25
SKV-0251,plateau_learner,0.0964730226659541,76.21406979503645,3.657680294472186,CTE_Texas,USA,CTE_School,27,basic_theory,3,SMAW,2023-01-01,"[1.0155138615653254, 1.0891145746375013, 1.049284635220082, 0.9383504646097492, 0.8446514201706413, 1.0547745429152984]",34
SKV-0252,steady_learner,0.09177352607140431,87.25191969330018,4.748193804563369,CTE_Michigan,USA,CTE_School,18,none,0,SMAW,2024-07-15,"[0.9920816792233382, 0.846402987856061, 1.254383569972331, 1.189212029017811, 1.1343068194908563, 1.1826001417136267]",25
SKV-0253,slow_starter,0.06273988263523919,74.91890474589022,3.3648954514915683,Community_College_CA,USA,CTE_School,18,experienced,15,GTAW,2023-07-02,"[1.1260292522799198, 1.095178183924832, 1.0068289312474707, 0.7908577775117751, 0.8945223507014968, 0.9907679667634011]",30
SKV-0254,slow_starter,0.07524300144942625,81.5609765671298,3.1024382280310876,Indian_Railways_WS,India,Corporate,26,none,0,GMAW,2024-05-23,"[0.8349485314324145, 0.7203591683562752, 0.8729774057180519, 1.0328786056563302, 0.9760161593863832, 0.9527691324948168]",32
SKV-0255,fast_learner,0.18058748943188033,84.63022071768285,2.299156240748826,Community_College_CA,USA,CTE_School,26,basic_theory,3,SMAW,2024-05-05,"[0.9491354940193527, 1.0549154965075034, 1.070084154766508, 1.1674720726601635, 1.1491906952429605, 1.14770079274737]",13
SKV-0256,steady_learner,0.11178826488443952,75.42355055628579,4.922587665747672,Maruti_Training,India,Corporate,22,some_manual,8,GMAW,2023-06-25,"[1.021834115381548, 0.8422281069442019, 1.1621252470191565, 0.9764514526520361, 0.894196467499885, 1.1243210679560076]",27
SKV-0257,plateau_learner,0.1335974508555229,77.57861855868303,6.70851678197494,CTE_Texas,USA,CTE_School,31,some_manual,8,SMAW,2024-09-25,"[0.8322331102078977, 0.9602387469427281, 0.994727172628933, 1.026713137705727, 1.1029956743028397, 0.9173548142683645]",29
SKV-0258,steady_learner,0.10420994651321404,78.52193590816975,4.347820211352985,Tata_Motors_TC,India,Corporate,44,none,0,GTAW,2023-02-19,"[1.07918969970055, 0.8943222629169425, 0.9274740164602814, 0.9666525137160432, 0.9041710066375829, 1.080609312302123]",24
SKV-0259,slow_starter,0.07046732551952634,79.9823630799236,6.142215458281571,ITI_Mumbai,India,Industrial,21,experienced,15,GTAW,2024-08-08,"[1.0197560768767713, 1.1102586195308448, 1.0801653977734573, 1.0594975449880562, 1.1629507297126591, 0.9625302563380121]",30
SKV-0260,steady_learner,0.10594266807809358,76.95133024550599,3.459356654759219,CTE_Texas,USA,CTE_School,39,none,0,GMAW,2023-01-17,"[1.0572466851718387, 0.7606661353059243, 1.125064093726344, 1.1186157749910748, 1.0305780001864133, 1.035840713672988]",31
SKV-0261,steady_learner,0.07755038543971268,64.73515285483836,1.3795405009845116,Tata_Motors_TC,India,Corporate,34,none,0,SMAW,2024-04-15,"[0.8965591368868284, 1.0036376186141398, 1.025247703481842, 0.9304841955866013, 1.038012275989556, 1.115746188772858]",31
SKV-0262,struggling,0.043411898344217534,60.64317287760812,4.085664479093658,Hyundai_Academy,India,Corporate,27,some_manual,8,GMAW,2024-10-28,"[0.7465548547760283, 1.135097825369851, 0.909712723253706, 1.0622506557279099, 0.9823464664886008, 1.0640195827375731]",40
SKV-0263,slow_starter,0.0658509883490719,76.28526101443705,5.061704022223593,CTE_Michigan,USA,CTE_School,39,none,0,SMAW,2024-02-29,"[1.0856165784739584, 0.7, 0.7693494776827958, 1.0040058332715787, 1.2124591778102924, 0.9252753587919285]",29
SKV-0264,slow_starter,0.04354581786950261,78.55993345082322,3.8401539106795113,Welding_Academy_UK,UK,Vocational,17,some_manual,8,GMAW,2024-09-21,"[1.1224679378773803, 0.8061096271111136, 0.9205901498498247, 1.0232823306699692, 0.9391295852976053, 0.9902777397342607]",27
SKV-0265,steady_learner,0.12175268845027606,82.74313106140518,5.5506742092136045,Maruti_Training,India,Corporate,17,none,0,GTAW,2024-08-28,"[0.9633045139628864, 1.1850995011908625, 0.7, 0.9858582728756271, 1.0969825933813444, 1.0347489779264096]",28
SKV-0266,plateau_learner,0.1788738233367154,71.38095012895538,5.9531270492480095,ITI_Chennai,India,Industrial,17,basic_theory,3,GMAW,2023-08-31,"[1.068165166109345, 1.0470429337154998, 0.9108986550154665, 1.1746493812759484, 0.9828803380167938, 0.9545511829653336]",29
SKV-0267,plateau_learner,0.11199787015010967,69.53065766864384,1.0,ITI_Mumbai,India,Industrial,23,some_manual,8,GMAW,2023-04-07,"[0.7631520600863249, 1.0874264815918804, 0.9973257358219532, 1.1469512134048234, 0.9524288276988778, 0.7]",23
SKV-0268,steady_learner,0.09661168390564763,87.6350805892668,4.5204778717966,ITI_Chennai,India,Industrial,16,none,0,GMAW,2023-04-03,"[0.9345023702680734, 0.923897416956672, 0.837292096133112, 0.8669828846391712, 0.8720795481733523, 0.9462237656628091]",27
SKV-0269,plateau_learner,0.08749686142061222,70.70750267690092,6.851886013873348,Indian_Railways_WS,India,Corporate,24,none,0,GMAW,2023-11-22,"[1.1239322900868696, 1.2682762268580263, 1.0773760760462592, 0.7564387826059452, 1.1406286525038578, 1.0499625739195435]",35
SKV-0270,steady_learner,0.15173297438485314,83.03970551132986,4.200399831551157,NSDC_Delhi,India,Government,17,some_manual,8,GMAW,2023-09-01,"[0.9453582561901345, 0.8120435372366905, 1.1068835649387554, 0.9375000133358627, 1.1225041140914942, 0.8855815729372083]",21
SKV-0271,steady_learner,0.06970420532375601,77.53803093210068,3.056215592005709,ITI_Chennai,India,Industrial,21,some_manual,8,GTAW,2023-01-19,"[0.9396219049902858, 1.2085602127061739, 1.0424654557442534, 1.3, 0.9922415095499338, 0.8580311972036057]",31
SKV-0272,plateau_learner,0.13040577936504136,68.54608450144941,8.643098488544627,NSDC_Delhi,India,Government,16,none,0,GMAW,2023-12-30,"[1.0402253845075733, 1.059012460010999, 0.9200266135892738, 1.0505235707813216, 1.1322023297528143, 0.858010011609561]",28
SKV-0273,steady_learner,0.10030772393375768,83.19379975142664,1.3959456251661932,Indian_Railways_WS,India,Corporate,19,basic_theory,3,GMAW,2024-11-15,"[0.8903113609377693, 0.8911842707898204, 0.9425874442372452, 0.9407485992572027, 1.1620048313208977, 1.221420080973973]",27
SKV-0274,slow_starter,0.06757786789363202,94.57979057997402,3.489418843800772,Maruti_Training,India,Corporate,17,none,0,SMAW,2023-01-17,"[1.1334328775426563, 0.8105064168921058, 1.1992778470837437, 0.8123729801729881, 0.8817959121623111, 0.9448726123380071]",34
SKV-0275,slow_starter,0.08214846718130328,70.07720141996121,8.553384000728276,Hyundai_Academy,India,Corporate,28,basic_theory,3,GMAW,2023-10-14,"[1.179713860438683, 1.0500894130785245, 1.0076235437523766, 1.0617243876268239, 1.2792135748731006, 0.958998071304666]",27
SKV-0276,slow_starter,0.08245720397613562,61.99311292064009,6.571449798659506,Maruti_Training,India,Corporate,17,some_manual,8,GMAW,2023-05-10,"[0.8761989671133853, 1.1750049628945098, 0.8810123899236937, 0.9850544844247302, 1.0668943843615628, 1.166216924745239]",36
SKV-0277,plateau_learner,0.10807275766216658,72.73290887763676,1.6874523122583422,Tata_Motors_TC,India,Corporate,18,basic_theory,3,GTAW,2023-05-19,"[0.8483596345671153, 1.0033311148462907, 0.9998751439674796, 0.9660542960408505, 1.074303194081345, 0.9843652015692699]",24
SKV-0278,plateau_learner,0.10132398383039203,80.15470259540692,7.234569223598239,CTE_Texas,USA,CTE_School,20,none,0,GTAW,2023-10-21,"[1.1183619922184784, 0.9627845197761778, 0.9545971330030262, 0.9815110746015208, 1.0820648013175291, 0.9088386289040147]",31
SKV-0279,steady_learner,0.08922698686992735,70.33092982246255,5.96749165218252,Welding_Academy_UK,UK,Vocational,22,experienced,15,GMAW,2023-01-31,"[0.8343079392084578, 0.9528268369612425, 0.9399218960007458, 0.9760076394998586, 1.0112347164367825, 0.7900826907212907]",27
SKV-0280,steady_learner,0.10257475696598885,80.1679349418242,2.922928247088742,CTE_Texas,USA,CTE_School,16,none,0,GTAW,2023-04-08,"[0.81283058835303, 0.8813174765943244, 0.9296433184113619, 0.9290614689117836, 1.1048546131218369, 1.1455351540030652]",29
SKV-0281,steady_learner,0.12725587868180654,83.03171578137881,2.9885089609610906,CTE_Michigan,USA,CTE_School,16,basic_theory,3,SMAW,2023-12-28,"[1.0570083192958861, 0.9602520332261861, 1.264359525183389, 1.0219462855948556, 0.8019032517710936, 0.9415489906860541]",31
SKV-0282,steady_learner,0.08616826072917708,77.29072519729021,2.3013876823509674,ITI_Chennai,India,Industrial,29,basic_theory,3,SMAW,2023-02-02,"[1.0879160173138962, 1.0555930786866963, 1.1468044718373533, 1.0213343607809633, 1.0071031235194978, 0.9568688223843093]",25
SKV-0283,steady_learner,0.09871184419787356,79.91621825976777,6.511855403469714,Indian_Railways_WS,India,Corporate,22,basic_theory,3,GMAW,2023-03-10,"[0.9443091948258491, 1.0980707824040001, 0.9630909837926614, 1.1346164500444158, 0.7411079471081045, 0.9176694280450861]",20
SKV-0284,struggling,0.03985076047809865,63.6818394980611,10.917936227160911,Indian_Railways_WS,India,Corporate,19,basic_theory,3,GMAW,2023-03-31,"[0.9859116932299555, 1.07670927699339, 1.0733370117641032, 0.9341536874858241, 1.2717215324826778, 1.2490633174191583]",35
SKV-0285,fast_learner,0.17022014753074274,78.85212017104874,2.5961739570717755,CTE_Texas,USA,CTE_School,16,some_manual,8,GTAW,2024-10-08,"[0.9390685263135671, 1.1992601437141641, 0.9295409473845087, 1.2109291111982972, 1.1645900296197145, 0.9776029266201529]",23
SKV-0286,plateau_learner,0.1256534192761315,82.92424508937157,3.7076453660802815,Hyundai_Academy,India,Corporate,16,none,0,GTAW,2023-12-01,"[0.9597235961970445, 1.0525499862454795, 0.93644480605393, 0.9904494870919344, 0.9326322040811149, 1.0398918295751878]",26
SKV-0287,slow_starter,0.08300802535957752,72.47690237063637,5.450495841112153,NSDC_Delhi,India,Government,31,some_manual,8,GTAW,2023-12-16,"[0.8799253118331305, 1.0930081729650332, 1.0919069953245168, 1.061925489641689, 1.0028554911746055, 0.960569459837285]",36
SKV-0288,fast_learner,0.18674801018629503,98.0,2.8276563529791447,Tata_Motors_TC,India,Corporate,23,none,0,SMAW,2024-09-15,"[0.778310998600159, 1.1474692663542865, 0.9597296594699769, 1.1302432279432324, 0.9724641217583614, 0.9656628699102863]",24
SKV-0289,slow_starter,0.04633848008592548,72.46435915389004,4.570303058233943,ITI_Mumbai,India,Industrial,29,basic_theory,3,GTAW,2023-12-04,"[1.0946343704271884, 0.9496135270758813, 1.1333631384725014, 0.9288202435209028, 0.9312673044250049, 0.7759568101907042]",25
SKV-0290,steady_learner,0.10645905232577353,90.04718308237892,6.5081292356493865,Indian_Railways_WS,India,Corporate,22,experienced,15,GMAW,2023-08-30,"[0.8716728245524077, 0.946750041835214, 0.9611798936542602, 1.0161836592499298, 1.0677571218150839, 1.2042549796265318]",20
SKV-0291,slow_starter,0.06360098068486804,80.06109034751118,2.9968520665139224,Welding_Academy_UK,UK,Vocational,17,none,0,GMAW,2023-07-23,"[1.0290098250367468, 1.1141945424564945, 1.0294690479087847, 0.9441632046384667, 0.9883169571173833, 1.0055567988449037]",32
SKV-0292,fast_learner,0.10672362824087167,84.70491095240746,1.1055000090547265,ITI_Chennai,India,Industrial,19,basic_theory,3,GMAW,2024-08-16,"[1.1082248873007754, 0.7294902801868537, 0.9955121721779993, 0.9395104767949031, 1.136242847088313, 1.027582145447506]",17
SKV-0293,plateau_learner,0.09461779945970569,80.244363954722,7.584654547054839,CTE_Ohio,USA,CTE_School,28,some_manual,8,GTAW,2023-05-22,"[1.1894967384926192, 0.8958353742535605, 1.0947993445712576, 1.2143684606653744, 0.9790930750928732, 0.9345158873212417]",31
SKV-0294,steady_learner,0.10109667301468396,80.47018346454192,6.170008534115337,Hyundai_Academy,India,Corporate,17,none,0,GMAW,2023-01-08,"[0.8618845039572068, 0.7944162879484684, 1.1639640800487414, 0.8715043292835151, 0.9898427959577202, 1.0690912661480079]",27
SKV-0295,steady_learner,0.11151681217898773,85.12793519423255,6.9659124163983845,Tata_Motors_TC,India,Corporate,33,basic_theory,3,GMAW,2023-04-04,"[0.861180595721806, 1.1053313032842582, 0.9704341439675689, 0.9884955731560072, 0.9999957019925352, 1.026168545264523]",22
SKV-0296,fast_learner,0.1419681885287277,86.17823873906146,3.2717236888347005,CTE_Ohio,USA,CTE_School,18,some_manual,8,GTAW,2023-05-28,"[1.0369284520106898, 1.0052380801923697, 0.8913369670802156, 1.0075414815720345, 0.775852746202964, 0.9765095280589372]",19
SKV-0297,steady_learner,0.06766963709482349,84.36133046753628,2.584462942004925,Community_College_CA,USA,CTE_School,43,some_manual,8,GTAW,2024-08-04,"[1.0504490876615054, 0.7939814608421149, 1.044750300895464, 0.9264073771097276, 0.9212870379457595, 1.156944036676399]",23
SKV-0298,fast_learner,0.17504240597043566,93.52332113781135,3.2620188056307904,Maruti_Training,India,Corporate,20,none,0,GMAW,2023-09-05,"[1.0798297970663027, 0.9740510541834176, 0.8101340878633904, 0.8959566549088175, 1.0697966464175142, 1.1059276127124158]",17
SKV-0299,slow_starter,0.051793015750481314,90.70871037476368,4.556836657101527,NSDC_Delhi,India,Government,34,none,0,SMAW,2024-02-27,"[0.9709543248067904, 1.0678023047303142, 0.8242586049636008, 0.9448412657064419, 1.286205959007341, 1.0548544383100271]",30
SKV-0300,steady_learner,0.12919724565412782,71.6434516003624,2.947183712498967,Community_College_CA,USA,CTE_School,16,none,0,GTAW,2024-10-15,"[0.9003122963638209, 1.0522657352529305, 1.215837492849608, 0.8885557737626304, 1.0429816427420626, 0.9279967286276]",26
